assoc_type	tissue	drug	nr	nc	mat_size	min_prox	mean_prox	med_prox	max_prox
PPI	Liver	Alfentanil	5	61	305	0	4.11475409836066	4	7
PPI	Liver	Alprazolam	3	61	183	0	4.20765027322404	4	7
PPI	Liver	Alteplase	4	61	244	0	4.02868852459016	4	7
PPI	Liver	Amitriptyline	16	61	976	0	4.32479508196721	4	9
PPI	Liver	Amoxapine	8	61	488	0	4.34426229508197	4	8
PPI	Liver	Amsacrine	5	61	305	0	4.01639344262295	4	7
PPI	Liver	Ancrod			61	0	4.26229508196721	4	7
PPI	Liver	Anistreplase	3	61	183	0	4.14754098360656	4	7
PPI	Liver	Anti-inhibitor coagulant complex	8	61	488	0	4.27868852459016	4	8
PPI	Liver	Antihemophilic factor, human recombinant	8	61	488	0	3.77459016393443	4	7
PPI	Liver	Argatroban	4	61	244	0	4.27049180327869	4	7
PPI	Liver	Ascorbic acid	6	61	366	0	3.90710382513661	4	7
PPI	Liver	Asenapine	8	61	488	0	4.25614754098361	4	8
PPI	Liver	Atazanavir	7	61	427	0	4.06791569086651	4	7
PPI	Liver	Atomoxetine	11	61	671	0	4.13412816691505	4	8
PPI	Liver	Belinostat	12	61	732	0	3.44262295081967	3	7
PPI	Liver	Bevacizumab	8	61	488	0	3.8422131147541	4	7
PPI	Liver	Bosutinib	9	61	549	0	3.60655737704918	4	7
PPI	Liver	Brolucizumab			61	0	3.01639344262295	3	6
PPI	Liver	Bupropion	4	61	244	0	4.52868852459016	4	8
PPI	Liver	Buspirone	5	61	305	0	4.18360655737705	4	7
PPI	Liver	Butabarbital	7	61	427	0	4.0632318501171	4	7
PPI	Liver	Butamben	7	61	427	0	4.26229508196721	4	8
PPI	Liver	Calcium citrate	17	61	1037	0	3.8466730954677	4	8
PPI	Liver	Calcium Phosphate	18	61	1098	0	3.88979963570128	4	8
PPI	Liver	Calcium phosphate dihydrate	18	61	1098	0	3.88979963570128	4	8
PPI	Liver	Canagliflozin	4	61	244	0	4.21311475409836	4	7
PPI	Liver	Carboxymethylcellulose			61	0	3.73770491803279	4	6
PPI	Liver	Carvedilol	16	61	976	0	3.90368852459016	4	8
PPI	Liver	Celecoxib	6	61	366	0	4.04371584699454	4	7
PPI	Liver	Chloroquine	8	61	488	0	3.95901639344262	4	7
PPI	Liver	Chlorpromazine	11	61	671	0	4.40834575260805	4	8
PPI	Liver	Chondroitin sulfate	3	61	183	0	4.31147540983607	4	9
PPI	Liver	Clindamycin	3	61	183	0	4.2896174863388	4	7
PPI	Liver	Cocaine	6	61	366	0	4.07377049180328	4	7
PPI	Liver	Copper	100	61	6100	0	3.79590163934426	4	9
PPI	Liver	D-glucose	6	61	366	0	3.80327868852459	4	7
PPI	Liver	Dalteparin	2	61	122	0	3.89344262295082	4	7
PPI	Liver	Darunavir	4	61	244	0	4.11065573770492	4	7
PPI	Liver	Dasatinib	20	61	1220	0	3.74672131147541	4	7
PPI	Liver	Delamanid	3	61	183	0	4.20765027322404	4	7
PPI	Liver	Desipramine	10	61	610	0	4.25081967213115	4	8
PPI	Liver	Dextrose, unspecified form	5	61	305	0	3.84918032786885	4	7
PPI	Liver	Dichloroacetic acid	2	61	122	0	4.18032786885246	4	7
PPI	Liver	Diltiazem	7	61	427	0	4.15925058548009	4	8
PPI	Liver	Dipyridamole	3	61	183	0	4.04918032786885	4	7
PPI	Liver	Disopyramide	5	61	305	0	4.27213114754098	4	7
PPI	Liver	Doxepin	11	61	671	0	4.29210134128167	4	8
PPI	Liver	Drotrecogin alfa	6	61	366	0	4.50273224043716	4	8
PPI	Liver	Duloxetine	6	61	366	0	3.94262295081967	4	7
PPI	Liver	Dutasteride	2	61	122	0	4.0655737704918	4	7
PPI	Liver	Erlotinib	8	61	488	0	3.83196721311475	4	7
PPI	Liver	Estradiol	11	61	671	0	3.83308494783905	4	8
PPI	Liver	Estradiol acetate	12	61	732	0	3.8879781420765	4	8
PPI	Liver	Estradiol benzoate	12	61	732	0	3.8879781420765	4	8
PPI	Liver	Estradiol cypionate	12	61	732	0	3.8879781420765	4	8
PPI	Liver	Estradiol dienanthate	12	61	732	0	3.8879781420765	4	8
PPI	Liver	Estradiol valerate	12	61	732	0	3.8879781420765	4	8
PPI	Liver	Etomidate			61	0	3.73770491803279	4	6
PPI	Liver	Favipiravir	6	61	366	0	4.41530054644809	4	8
PPI	Liver	Fentanyl	6	61	366	0	4.11748633879781	4	7
PPI	Liver	Ferric cation	4	61	244	0	3.66803278688525	4	6
PPI	Liver	Fexofenadine	6	61	366	0	4.1448087431694	4	8
PPI	Liver	Flecainide	5	61	305	0	3.99016393442623	4	7
PPI	Liver	Fludeoxyglucose (18F)	4	61	244	0	3.74180327868852	4	7
PPI	Liver	Fluoxetine	8	61	488	0	4.19467213114754	4	8
PPI	Liver	Foreskin keratinocyte (neonatal)	10	61	610	0	3.83606557377049	4	8
PPI	Liver	Fostamatinib	170	61	10370	0	4.0274831243973	4	9
PPI	Liver	Gefitinib	6	61	366	0	4.09562841530055	4	8
PPI	Liver	Gliclazide	4	61	244	0	3.91803278688525	4	8
PPI	Liver	Glutamic acid	19	61	1159	1	4.00258843830889	4	7
PPI	Liver	Grazoprevir	4	61	244	0	4.11065573770492	4	7
PPI	Liver	Human thrombin	6	61	366	0	4.22404371584699	4	8
PPI	Liver	Hydroxychloroquine	6	61	366	0	4.06830601092896	4	7
PPI	Liver	Ibrutinib	4	61	244	0	4.01229508196721	4	7
PPI	Liver	Imatinib	16	61	976	0	4.12602459016393	4	8
PPI	Liver	Imipramine	16	61	976	0	4.32172131147541	4	8
PPI	Liver	Ipratropium	2	61	122	0	4.0655737704918	4	7
PPI	Liver	Irbesartan	7	61	427	0	3.89227166276347	4	7
PPI	Liver	Istradefylline	7	61	427	0	4.13817330210773	4	7
PPI	Liver	Ivacaftor	5	61	305	0	3.97704918032787	4	7
PPI	Liver	L-Glutamine	10	61	610	1	3.80983606557377	4	7
PPI	Liver	Labetalol	6	61	366	0	4.22677595628415	4	8
PPI	Liver	Lacidipine	5	61	305	0	4.37704918032787	4	8
PPI	Liver	Lidocaine	5	61	305	0	3.86885245901639	4	7
PPI	Liver	Lonoctocog alfa	8	61	488	0	3.77459016393443	4	7
PPI	Liver	Lopinavir	5	61	305	0	4.35737704918033	4	8
PPI	Liver	Maprotiline	4	61	244	0	4.2827868852459	4	7
PPI	Liver	Melatonin	7	61	427	0	4.03981264637002	4	8
PPI	Liver	Meperidine	13	61	793	0	4.13871374527112	4	8
PPI	Liver	Methadone	13	61	793	0	4.0718789407314	4	8
PPI	Liver	Metoclopramide	3	61	183	0	4.2896174863388	4	7
PPI	Liver	Minocycline	17	61	1037	0	3.77917068466731	4	7
PPI	Liver	Mirabegron	5	61	305	0	4.27213114754098	4	7
PPI	Liver	Moroctocog alfa	8	61	488	0	3.77459016393443	4	7
PPI	Liver	Nadolol	5	61	305	0	4	4	7
PPI	Liver	Nateglinide	6	61	366	0	4.0327868852459	4	7
PPI	Liver	Neratinib	5	61	305	0	3.84590163934426	4	7
PPI	Liver	Nicotinamide	5	61	305	0	4.27868852459016	4	8
PPI	Liver	Nifedipine	12	61	732	0	4.15710382513661	4	8
PPI	Liver	Nintedanib	14	61	854	0	3.87353629976581	4	8
PPI	Liver	Niraparib	2	61	122	0	3.4016393442623	4	5
PPI	Liver	Nomifensine	4	61	244	0	4.0655737704918	4	7
PPI	Liver	Nortriptyline	14	61	854	0	4.28220140515223	4	8
PPI	Liver	Olanzapine	11	61	671	0	4.36512667660209	4	8
PPI	Liver	Olaparib	4	61	244	0	3.77868852459016	4	6
PPI	Liver	Oxybutynin	4	61	244	0	4.07786885245902	4	7
PPI	Liver	Oxycodone	5	61	305	0	4.17704918032787	4	7
PPI	Liver	Panobinostat	12	61	732	0	3.50956284153006	4	7
PPI	Liver	Patisiran	2	61	122	0	4.0655737704918	4	7
PPI	Liver	Penbutolol	3	61	183	0	3.98907103825137	4	7
PPI	Liver	Pexidartinib	7	61	427	0	3.97892271662764	4	7
PPI	Liver	Phenprocoumon	5	61	305	0	4.12786885245902	4	7
PPI	Liver	Pidolic acid	3	61	183	0	4.55191256830601	5	8
PPI	Liver	Pitavastatin	8	61	488	0	3.93852459016393	4	7
PPI	Liver	Pitolisant	5	61	305	0	4.64262295081967	5	9
PPI	Liver	Ponatinib	16	61	976	0	3.79200819672131	4	8
PPI	Liver	Prazosin	4	61	244	0	4.30327868852459	4	7
PPI	Liver	Progesterone	14	61	854	0	4.09250585480094	4	8
PPI	Liver	Propranolol	8	61	488	0	4.26434426229508	4	8
PPI	Liver	Prothrombin	5	61	305	0	3.95081967213115	4	7
PPI	Liver	Pyridoxine	2	61	122	2	3.78688524590164	4	7
PPI	Liver	Quinidine	8	61	488	0	4.39139344262295	4	8
PPI	Liver	Raloxifene	10	61	610	0	4.07540983606557	4	8
PPI	Liver	Ranibizumab			61	0	3.01639344262295	3	6
PPI	Liver	Ranolazine	9	61	549	0	4.19125683060109	4	7
PPI	Liver	Reteplase	3	61	183	0	4.14754098360656	4	7
PPI	Liver	Rifampicin	12	61	732	0	4.39071038251366	4	8
PPI	Liver	Riociguat	5	61	305	0	4.10163934426229	4	7
PPI	Liver	Risperidone	7	61	427	0	4.33489461358314	4	8
PPI	Liver	Ritonavir	10	61	610	0	4.17704918032787	4	8
PPI	Liver	Rucaparib	6	61	366	0	4.02459016393443	4	8
PPI	Liver	Salmeterol	7	61	427	0	4.09133489461358	4	7
PPI	Liver	Saquinavir	8	61	488	0	4.05737704918033	4	7
PPI	Liver	Solifenacin	2	61	122	0	4.52459016393443	5	7
PPI	Liver	Spironolactone	14	61	854	0	4.06088992974239	4	8
PPI	Liver	Sucralfate	3	61	183	0	4.50273224043716	4	8
PPI	Liver	Tacrolimus	5	61	305	0	4.23934426229508	4	7
PPI	Liver	Talazoparib	3	61	183	0	3.54098360655738	4	6
PPI	Liver	Tamsulosin	3	61	183	0	4.50819672131148	5	7
PPI	Liver	Telaprevir	5	61	305	0	4.04262295081967	4	7
PPI	Liver	Tenecteplase	10	61	610	0	3.68360655737705	4	7
PPI	Liver	Terbinafine	6	61	366	0	4.28688524590164	4	8
PPI	Liver	Tetraferric tricitrate decahydrate	4	61	244	0	3.66803278688525	4	6
PPI	Liver	Thalidomide	8	61	488	0	4.18647540983607	4	8
PPI	Liver	Theophylline	6	61	366	0	4.33606557377049	4	8
PPI	Liver	Thrombin	6	61	366	0	4.22404371584699	4	8
PPI	Liver	Thrombin alfa	4	61	244	0	4.43852459016393	4	8
PPI	Liver	Troglitazone	10	61	610	0	3.95081967213115	4	8
PPI	Liver	Tromethamine	2	61	122	0	4	4	7
PPI	Liver	Ulipristal	6	61	366	0	3.72131147540984	4	7
PPI	Liver	Urokinase	6	61	366	0	3.96448087431694	4	7
PPI	Liver	Valproic acid	10	61	610	0	3.9	4	8
PPI	Liver	Vancomycin	2	61	122	0	4.0655737704918	4	7
PPI	Liver	Vandetanib	10	61	610	0	3.8344262295082	4	7
PPI	Liver	Vemurafenib	7	61	427	0	4.15456674473068	4	7
PPI	Liver	Verapamil	15	61	915	0	4.44371584699454	4	8
PPI	Liver	Vinflunine	5	61	305	0	3.95081967213115	4	7
PPI	Liver	Vismodegib	6	61	366	0	4.24590163934426	4	8
PPI	Liver	Warfarin	8	61	488	0	4.20491803278689	4	8
PPI	Liver	Zinc	72	61	4392	0	3.63205828779599	4	8
PPI	Liver	Zinc acetate	73	61	4453	0	3.65079721536043	4	8
PPI	Liver	Zinc chloride	60	61	3660	0	3.64836065573771	4	8
PPI	Liver	Ziprasidone	8	61	488	0	4.43032786885246	4	8
PPI	Skeletal_muscle	Abciximab	3	268	804	0	3.26119402985075	3	5
PPI	Skeletal_muscle	Abemaciclib	6	268	1608	0	3.37686567164179	3	5
PPI	Skeletal_muscle	Acalabrutinib	3	268	804	0	3.21641791044776	3	5
PPI	Skeletal_muscle	Acebutolol	3	268	804	0	3.21641791044776	3	5
PPI	Skeletal_muscle	Acetazolamide	4	268	1072	0	3.80503731343284	4	6
PPI	Skeletal_muscle	Acetylcysteine	4	268	1072	0	3.42723880597015	3	5
PPI	Skeletal_muscle	Acetylsalicylic acid	24	268	6432	0	3.25544154228856	3	7
PPI	Skeletal_muscle	Acyclovir	9	268	2412	0	3.37271973466003	3	6
PPI	Skeletal_muscle	Adalimumab			268	0	2.98134328358209	3	5
PPI	Skeletal_muscle	Adenosine phosphate	12	268	3216	0	3.25279850746269	3	5
PPI	Skeletal_muscle	Afatinib	4	268	1072	0	3.10541044776119	3	5
PPI	Skeletal_muscle	Alemtuzumab	5	268	1340	0	3.60746268656716	4	7
PPI	Skeletal_muscle	alpha-Linolenic acid	7	268	1876	0	3.82569296375267	4	6
PPI	Skeletal_muscle	alpha-Tocopherol succinate	9	268	2412	0	3.28524046434494	3	5
PPI	Skeletal_muscle	Aluminium	4	268	1072	0	3.05876865671642	3	5
PPI	Skeletal_muscle	Aluminium phosphate	4	268	1072	0	3.05876865671642	3	5
PPI	Skeletal_muscle	Aluminum acetate	4	268	1072	0	3.05876865671642	3	5
PPI	Skeletal_muscle	Aminosalicylic acid	3	268	804	0	3.35820895522388	3	6
PPI	Skeletal_muscle	Amiodarone	14	268	3752	0	3.57329424307036	4	7
PPI	Skeletal_muscle	Amphetamine	7	268	1876	0	3.44296375266525	4	5
PPI	Skeletal_muscle	Amrinone	3	268	804	0	3.12810945273632	3	5
PPI	Skeletal_muscle	Anthralin	2	268	536	0	3.47014925373134	4	5
PPI	Skeletal_muscle	Antihemophilic factor, human recombinant	6	268	1608	0	3.31654228855721	3	6
PPI	Skeletal_muscle	Arbutamine	3	268	804	0	3.09203980099502	3	5
PPI	Skeletal_muscle	Arformoterol	2	268	536	0	3.94776119402985	4	7
PPI	Skeletal_muscle	Aripiprazole	18	268	4824	0	3.65961857379768	4	6
PPI	Skeletal_muscle	Aripiprazole lauroxil	9	268	2412	0	3.6334991708126	4	6
PPI	Skeletal_muscle	Arsenic trioxide	13	268	3484	0	3.05166475315729	3	5
PPI	Skeletal_muscle	Arzoxifene	2	268	536	0	2.56529850746269	2	4
PPI	Skeletal_muscle	Asenapine	9	268	2412	0	3.56923714759536	4	6
PPI	Skeletal_muscle	Asparagine	2	268	536	0	3.37686567164179	4	5
PPI	Skeletal_muscle	Atenolol	3	268	804	0	2.98134328358209	3	5
PPI	Skeletal_muscle	Auranofin	3	268	804	0	2.98009950248756	3	5
PPI	Skeletal_muscle	Azathioprine	5	268	1340	0	3.27462686567164	3	5
PPI	Skeletal_muscle	Balsalazide	4	268	1072	0	3.45615671641791	3	6
PPI	Skeletal_muscle	Bazedoxifene	2	268	536	0	2.56529850746269	2	4
PPI	Skeletal_muscle	Belinostat	12	268	3216	0	3.04757462686567	3	5
PPI	Skeletal_muscle	Benzthiazide	2	268	536	0	3.89365671641791	4	6
PPI	Skeletal_muscle	Betaxolol	2	268	536	0	2.91977611940299	3	5
PPI	Skeletal_muscle	Bethanidine	3	268	804	0	3.09203980099502	3	5
PPI	Skeletal_muscle	Bevacizumab	8	268	2144	0	3.26259328358209	3	5
PPI	Skeletal_muscle	Bezafibrate	8	268	2144	0	3.45848880597015	4	5
PPI	Skeletal_muscle	Binimetinib	5	268	1340	0	3.61865671641791	3	7
PPI	Skeletal_muscle	Bisoprolol	4	268	1072	0	3.36473880597015	3	5
PPI	Skeletal_muscle	Bosutinib	10	268	2680	0	3.17798507462687	3	5
PPI	Skeletal_muscle	Brexpiprazole	3	268	804	0	3.66791044776119	4	5
PPI	Skeletal_muscle	Brigatinib	11	268	2948	0	3.33378561736771	3	5
PPI	Skeletal_muscle	Brinzolamide	3	268	804	0	3.86567164179104	4	6
PPI	Skeletal_muscle	Bufexamac	3	268	804	0	3.47885572139304	3	6
PPI	Skeletal_muscle	Bumetanide	3	268	804	0	3.31218905472637	3	6
PPI	Skeletal_muscle	Cabergoline	11	268	2948	0	3.6489145183175	4	6
PPI	Skeletal_muscle	Caffeine	12	268	3216	0	3.56467661691542	4	7
PPI	Skeletal_muscle	Calcium citrate	19	268	5092	0	3.38550667714061	3	7
PPI	Skeletal_muscle	Calcium Phosphate	20	268	5360	0	3.41082089552239	3	7
PPI	Skeletal_muscle	Calcium phosphate dihydrate	20	268	5360	0	3.41082089552239	3	7
PPI	Skeletal_muscle	Cannabidiol	16	268	4288	0	3.61707089552239	4	7
PPI	Skeletal_muscle	Capsaicin	6	268	1608	0	3.97823383084577	4	7
PPI	Skeletal_muscle	Carteolol	2	268	536	0	2.91977611940299	3	5
PPI	Skeletal_muscle	Carvedilol	16	268	4288	0	3.39365671641791	3	7
PPI	Skeletal_muscle	Catumaxomab	4	268	1072	0	3.28731343283582	3	5
PPI	Skeletal_muscle	Celecoxib	7	268	1876	0	3.83955223880597	4	6
PPI	Skeletal_muscle	Celiprolol	3	268	804	0	3.09203980099502	3	5
PPI	Skeletal_muscle	Certolizumab pegol			268	0	2.98134328358209	3	5
PPI	Skeletal_muscle	Cetuximab	7	268	1876	0	3.19882729211087	3	5
PPI	Skeletal_muscle	Chloroquine	6	268	1608	0	3.31654228855721	3	5
PPI	Skeletal_muscle	Chlorpromazine	14	268	3752	0	3.76865671641791	4	7
PPI	Skeletal_muscle	Cholecystokinin	4	268	1072	0	2.92444029850746	3	5
PPI	Skeletal_muscle	Citric acid	6	268	1608	0	2.91169154228856	3	5
PPI	Skeletal_muscle	Citrulline	4	268	1072	0	3.27518656716418	3	6
PPI	Skeletal_muscle	Clenbuterol	5	268	1340	0	3.17686567164179	3	5
PPI	Skeletal_muscle	Clomifene	3	268	804	0	3.29601990049751	4	5
PPI	Skeletal_muscle	Clonidine	4	268	1072	0	3.56902985074627	4	5
PPI	Skeletal_muscle	Clove oil	3	268	804	0	3.3955223880597	4	6
PPI	Skeletal_muscle	Conjugated estrogens	9	268	2412	0	3.24212271973466	3	5
PPI	Skeletal_muscle	Copper	98	268	26264	0	3.21630368565337	3	7
PPI	Skeletal_muscle	Crofelemer			268	0	2.71268656716418	3	4
PPI	Skeletal_muscle	Curcumin	6	268	1608	0	3.37562189054726	3	5
PPI	Skeletal_muscle	Cyclosporine	8	268	2144	0	3.8964552238806	4	7
PPI	Skeletal_muscle	Cyclothiazide	3	268	804	0	3.81592039800995	4	6
PPI	Skeletal_muscle	D-alpha-Tocopherol acetate	10	268	2680	0	3.17574626865672	3	5
PPI	Skeletal_muscle	D-Methionine			268	0	3.21641791044776	3	5
PPI	Skeletal_muscle	Dabrafenib	6	268	1608	0	3.51990049751244	4	6
PPI	Skeletal_muscle	Dacomitinib	4	268	1072	0	3.33208955223881	3	5
PPI	Skeletal_muscle	Danazol	6	268	1608	0	3.21766169154229	3	5
PPI	Skeletal_muscle	Dasatinib	20	268	5360	0	3.28432835820896	3	6
PPI	Skeletal_muscle	Deferoxamine			268	0	2.34701492537313	2	4
PPI	Skeletal_muscle	Desipramine	11	268	2948	0	3.6696065128901	4	7
PPI	Skeletal_muscle	Desogestrel	5	268	1340	0	3.32014925373134	3	5
PPI	Skeletal_muscle	Dexamethasone	12	268	3216	0	3.73445273631841	4	7
PPI	Skeletal_muscle	Dexibuprofen	12	268	3216	0	3.59048507462687	4	7
PPI	Skeletal_muscle	Dextroamphetamine	3	268	804	0	3.68905472636816	4	5
PPI	Skeletal_muscle	Dextromethorphan	14	268	3752	0	3.48134328358209	3	7
PPI	Skeletal_muscle	Diclofenamide	2	268	536	0	3.89365671641791	4	6
PPI	Skeletal_muscle	Dienestrol	2	268	536	0	3.03917910447761	3	5
PPI	Skeletal_muscle	Diethylstilbestrol	16	268	4288	0	3.43610074626866	4	7
PPI	Skeletal_muscle	Dihydroergocornine	8	268	2144	0	3.5205223880597	4	6
PPI	Skeletal_muscle	Dihydroergocristine	11	268	2948	0	3.61499321573948	4	6
PPI	Skeletal_muscle	Dimercaprol			268	0	2.34701492537313	2	4
PPI	Skeletal_muscle	Dimethyl fumarate	2	268	536	0	3.11940298507463	3	5
PPI	Skeletal_muscle	Dipivefrin	2	268	536	0	3.11753731343284	3	5
PPI	Skeletal_muscle	Dipyrithione	2	268	536	0	3.37313432835821	4	6
PPI	Skeletal_muscle	DL-Methylephedrine	4	268	1072	0	3.20708955223881	3	5
PPI	Skeletal_muscle	Dobutamine	5	268	1340	0	2.92761194029851	3	5
PPI	Skeletal_muscle	Doconexent	5	268	1340	0	3.58955223880597	4	6
PPI	Skeletal_muscle	Donepezil	10	268	2680	0	3.47462686567164	3	5
PPI	Skeletal_muscle	Dorzolamide	3	268	804	0	4.33084577114428	4	7
PPI	Skeletal_muscle	Dosulepin	6	268	1608	0	3.87624378109453	4	7
PPI	Skeletal_muscle	Doxazosin	5	268	1340	0	4.0910447761194	4	7
PPI	Skeletal_muscle	Doxepin	12	268	3216	0	3.82929104477612	4	7
PPI	Skeletal_muscle	Doxorubicin	14	268	3752	0	3.5863539445629	4	6
PPI	Skeletal_muscle	Dronedarone	13	268	3484	0	3.58323765786452	4	6
PPI	Skeletal_muscle	Drotrecogin alfa	4	268	1072	1	3.71828358208955	4	6
PPI	Skeletal_muscle	Droxidopa	5	268	1340	0	3.31716417910448	3	5
PPI	Skeletal_muscle	Elexacaftor	6	268	1608	0	3.69776119402985	4	7
PPI	Skeletal_muscle	Enzacamene	4	268	1072	0	2.81529850746269	3	5
PPI	Skeletal_muscle	Ephedrine	5	268	1340	0	3.24776119402985	3	5
PPI	Skeletal_muscle	Epinephrine	6	268	1608	0	3.16231343283582	3	5
PPI	Skeletal_muscle	Ergoloid mesylate	11	268	2948	0	3.61499321573948	4	6
PPI	Skeletal_muscle	Erlotinib	7	268	1876	0	3.40138592750533	3	5
PPI	Skeletal_muscle	Escitalopram	10	268	2680	0	3.82761194029851	4	7
PPI	Skeletal_muscle	Estradiol	11	268	2948	0	3.42537313432836	3	7
PPI	Skeletal_muscle	Estradiol acetate	13	268	3484	0	3.51836969001148	4	7
PPI	Skeletal_muscle	Estradiol benzoate	13	268	3484	0	3.51836969001148	4	7
PPI	Skeletal_muscle	Estradiol cypionate	13	268	3484	0	3.51836969001148	4	7
PPI	Skeletal_muscle	Estradiol dienanthate	13	268	3484	0	3.51836969001148	4	7
PPI	Skeletal_muscle	Estradiol valerate	13	268	3484	0	3.51836969001148	4	7
PPI	Skeletal_muscle	Estramustine	6	268	1608	0	3.4863184079602	4	6
PPI	Skeletal_muscle	Estriol	4	268	1072	0	3.14085820895522	3	5
PPI	Skeletal_muscle	Estrone	9	268	2412	0	3.39469320066335	3	7
PPI	Skeletal_muscle	Estrone sulfate	5	268	1340	0	3.13358208955224	3	5
PPI	Skeletal_muscle	Etafedrine			268	0	2.69776119402985	3	4
PPI	Skeletal_muscle	Etanercept	9	268	2412	0	3.46310116086236	3	6
PPI	Skeletal_muscle	Ethanol	12	268	3216	0	3.87033582089552	4	7
PPI	Skeletal_muscle	Ethinylestradiol	10	268	2680	0	3.54888059701493	4	7
PPI	Skeletal_muscle	Ethynodiol diacetate	3	268	804	0	3.2910447761194	3	5
PPI	Skeletal_muscle	Etonogestrel	5	268	1340	0	3.32014925373134	3	5
PPI	Skeletal_muscle	Eugenol	3	268	804	0	2.55099502487562	2	4
PPI	Skeletal_muscle	Everolimus	3	268	804	0	3.42661691542289	4	5
PPI	Skeletal_muscle	Fenofibric acid	4	268	1072	0	3.29291044776119	3	5
PPI	Skeletal_muscle	Fenoldopam	3	268	804	0	3.93407960199005	4	6
PPI	Skeletal_muscle	Fenoprofen	5	268	1340	0	3.49776119402985	4	6
PPI	Skeletal_muscle	Fenoterol	3	268	804	0	3.09203980099502	3	5
PPI	Skeletal_muscle	Ferric derisomaltose	2	268	536	0	2.88805970149254	3	5
PPI	Skeletal_muscle	Ferric pyrophosphate citrate	4	268	1072	0	3.46735074626866	4	5
PPI	Skeletal_muscle	Ferrous ascorbate	6	268	1608	0	3.35012437810945	3	6
PPI	Skeletal_muscle	Ferrous fumarate	6	268	1608	0	3.35012437810945	3	6
PPI	Skeletal_muscle	Ferrous glycine sulfate	6	268	1608	0	3.35012437810945	3	6
PPI	Skeletal_muscle	Ferrous succinate	6	268	1608	0	3.35012437810945	3	6
PPI	Skeletal_muscle	Ferrous sulfate anhydrous	3	268	804	0	2.97761194029851	3	5
PPI	Skeletal_muscle	Fingolimod	5	268	1340	0	3.67537313432836	3	7
PPI	Skeletal_muscle	Fish oil	11	268	2948	0	3.44708276797829	4	6
PPI	Skeletal_muscle	Florbetaben (18F)			268	0	2.34701492537313	2	4
PPI	Skeletal_muscle	Florbetapir (18F)			268	0	2.34701492537313	2	4
PPI	Skeletal_muscle	Flufenamic acid	6	268	1608	0	3.42101990049751	4	6
PPI	Skeletal_muscle	Fluocinolone acetonide	5	268	1340	0	3.07686567164179	3	5
PPI	Skeletal_muscle	Fluoxymesterone	5	268	1340	0	3.01194029850746	3	5
PPI	Skeletal_muscle	Flutemetamol (18F)			268	0	2.34701492537313	2	4
PPI	Skeletal_muscle	Foreskin fibroblast (neonatal)	9	268	2412	0	3.63391376451078	4	6
PPI	Skeletal_muscle	Foreskin keratinocyte (neonatal)	9	268	2412	0	3.33250414593698	3	6
PPI	Skeletal_muscle	Formoterol	5	268	1340	0	3.51567164179105	3	7
PPI	Skeletal_muscle	Fostamatinib	167	268	44756	0	3.44686745911163	4	7
PPI	Skeletal_muscle	Fulvestrant	2	268	536	0	3.13246268656716	3	5
PPI	Skeletal_muscle	Gefitinib	5	268	1340	0	3.70522388059702	4	7
PPI	Skeletal_muscle	Gestrinone	6	268	1608	0	3.11691542288557	3	5
PPI	Skeletal_muscle	Glipizide	3	268	804	0	3.25870646766169	3	5
PPI	Skeletal_muscle	Glucosamine	3	268	804	0	3.60696517412935	3	6
PPI	Skeletal_muscle	Glutamic acid	21	268	5628	0	3.55703624733476	4	6
PPI	Skeletal_muscle	Glutathione	14	268	3752	0	3.80863539445629	4	6
PPI	Skeletal_muscle	Glyburide	9	268	2412	0	3.59535655058043	4	7
PPI	Skeletal_muscle	Glycyrrhizic acid	6	268	1608	0	3.42661691542289	3	6
PPI	Skeletal_muscle	Golimumab			268	0	2.98134328358209	3	5
PPI	Skeletal_muscle	Hexachlorophene			268	0	2.45522388059702	2	4
PPI	Skeletal_muscle	Homosalate	3	268	804	0	2.86194029850746	3	5
PPI	Skeletal_muscle	Human calcitonin	2	268	536	0	3.41791044776119	4	6
PPI	Skeletal_muscle	Human immunoglobulin G	7	268	1876	0	3.64392324093817	4	6
PPI	Skeletal_muscle	Hyaluronic acid	5	268	1340	0	3.66940298507463	4	6
PPI	Skeletal_muscle	Ibritumomab tiuxetan	9	268	2412	0	3.42578772802653	3	6
PPI	Skeletal_muscle	Ibrutinib	3	268	804	0	3.21641791044776	3	5
PPI	Skeletal_muscle	Ibuprofen	12	268	3216	0	3.55876865671642	4	7
PPI	Skeletal_muscle	Icosapent	7	268	1876	0	3.64712153518124	4	6
PPI	Skeletal_muscle	Indacaterol	3	268	804	0	3.43905472636816	4	5
PPI	Skeletal_muscle	Indigotindisulfonic acid			268	0	3.55223880597015	3	5
PPI	Skeletal_muscle	Indomethacin	10	268	2680	0	3.81007462686567	4	7
PPI	Skeletal_muscle	Infliximab			268	0	2.98134328358209	3	5
PPI	Skeletal_muscle	Ingenol mebutate	2	268	536	0	3.22388059701493	3	5
PPI	Skeletal_muscle	Insulin pork	8	268	2144	0	3.60634328358209	4	6
PPI	Skeletal_muscle	Iron	6	268	1608	0	3.35012437810945	3	6
PPI	Skeletal_muscle	Iron Dextran	5	268	1340	0	3.40522388059702	3	5
PPI	Skeletal_muscle	Isoetharine	2	268	536	0	2.91977611940299	3	5
PPI	Skeletal_muscle	Isoprenaline	6	268	1608	0	2.9863184079602	3	5
