assoc_type	tissue	drug	nr	nc	mat_size	min_prox	mean_prox_actual	med_prox	max_prox	mean_prox_null	sd_prox	prox_zs
GCN	Adipose_visceral	chlorpromazine	3	44	132	1	5.06818181818182	3	9	5.11084090909091	0.619562349800208	-0.0688535882189194
GCN	Adipose_visceral	clomifene	6	44	264	1	5.35606060606061	6	9	5.07542045454545	0.439720442368702	0.638224027073649
GCN	Adipose_visceral	clonidine	8	44	352	1	4.63636363636364	4	9	5.11160227272728	0.39078797605718	-1.21610352795016
GCN	Adipose_visceral	curcumin	5	44	220	2	5.53636363636364	5	9	4.88201818181818	0.444059597109768	1.47355323205347
GCN	Adipose_visceral	danazol	7	44	308	1	5.32142857142857	5	9	5.1111948051948	0.406465957577163	0.517223551726001
GCN	Adipose_visceral	dasatinib	2	44	88	0	6.28409090909091	8.5	9	5.10830681818182	0.744329060851656	1.57965630088897
GCN	Adipose_visceral	desipramine	8	44	352	2	5.55681818181818	5	9	4.79728693181819	0.340605894674844	2.22994158901762
GCN	Adipose_visceral	desoximetasone			44	2	5.56818181818182	6.5	7	5.0795	1.00165111480107	0.487876278437401
GCN	Adipose_visceral	dexamethasone	3	44	132	2	5.38636363636364	5	9	5.12556818181819	0.591938283335287	0.440578793241744
GCN	Adipose_visceral	dextromethorphan	2	44	88	2	5.92045454545455	7	9	5.08130681818182	0.708509956267253	1.1843838182511
GCN	Adipose_visceral	diclofenamide	7	44	308	0	5.37662337662338	5	9	4.95358116883117	0.408580221055345	1.0353957093163
GCN	Adipose_visceral	dienestrol	11	44	484	0	5.70661157024793	6	9	4.80832024793389	0.313031734287908	2.86964938030163
GCN	Adipose_visceral	diethylstilbestrol	5	44	220	2	6.07272727272727	6	9	4.63437727272728	0.385472816696907	3.73139152152186
GCN	Adipose_visceral	diflorasone	5	44	220	0	4.53181818181818	5	9	4.61725454545454	0.388631537781108	-0.219838987139744
GCN	Adipose_visceral	digitoxin	7	44	308	0	4.95779220779221	6	9	5.06480844155844	0.400557121046636	-0.267168471469442
GCN	Adipose_visceral	digoxin	8	44	352	1	5.11647727272727	5	9	5.08922443181818	0.365227376963541	0.0746188337130332
GCN	Adipose_visceral	dihydroergocristine	7	44	308	2	5.92857142857143	6	9	4.92261688311688	0.393015171946016	2.5595819633974
GCN	Adipose_visceral	diltiazem	10	44	440	0	5.475	6	9	4.99109318181818	0.344367002225966	1.40520669824309
GCN	Adipose_visceral	dinoprostone	4	44	176	1	5.02840909090909	5	9	5.07658522727274	0.499508291775945	-0.0964471204118857
GCN	Adipose_visceral	dipyridamole	8	44	352	1	5	5	9	4.50971022727273	0.296018482299826	1.65628094880466
GCN	Adipose_visceral	disopyramide	2	44	88	3	4.97727272727273	5	8	5.05471590909091	0.670825747647977	-0.11544455782997
GCN	Adipose_visceral	dobutamine	6	44	264	3	5.88636363636364	6	9	4.92696590909091	0.419612036565151	2.28639229495451
GCN	Adipose_visceral	doconexent	8	44	352	1	5.65909090909091	6	9	4.8133465909091	0.356451957560076	2.37267407358611
GCN	Adipose_visceral	donepezil	8	44	352	0	6.11647727272727	7	10	4.9593153409091	0.382134495729216	3.02815355522927
GCN	Adipose_visceral	dosulepin	7	44	308	1	5.72077922077922	6	9	5.10532142857143	0.408124003186198	1.50801665033899
GCN	Adipose_visceral	doxepin	6	44	264	1	4.72727272727273	4	9	5.08291287878787	0.449168832936976	-0.791773884197885
GCN	Adipose_visceral	doxorubicin	6	44	264	0	5.37878787878788	5	9	4.75001515151515	0.376147331331924	1.6716128891471
GCN	Adipose_visceral	duloxetine	8	44	352	0	5.67329545454545	6	9	4.94701136363636	0.368432218682903	1.97128278711743
GCN	Adipose_visceral	dydrogesterone	5	44	220	2	5.23181818181818	5	9	4.89508636363637	0.434091211368331	0.775716737319727
GCN	Adipose_visceral	erlotinib	7	44	308	1	5.85064935064935	6	10	4.92717857142858	0.390939418403975	2.36218384677318
GCN	Adipose_visceral	escitalopram	5	44	220	2	6.61363636363636	7	10	4.67405909090909	0.393115729755391	4.93385821507101
GCN	Adipose_visceral	estradiol	12	44	528	0	5.20075757575758	6	9	5.09992992424243	0.298321484015903	0.337983205761256
GCN	Adipose_visceral	estriol	3	44	132	1	5.17424242424242	4	9	5.10845454545455	0.6209276874696	0.105950950675059
GCN	Adipose_visceral	etodolac	3	44	132	1	5.76515151515152	6	8	5.06598484848485	0.600995757809901	1.16334709119165
GCN	Adipose_visceral	etomidate	2	44	88	2	6.32954545454545	6	9	5.11043181818182	0.761570351340266	1.60078925632825
GCN	Adipose_visceral	everolimus	8	44	352	1	6.03409090909091	6	10	5.09663920454546	0.378948048213502	2.47382644920573
GCN	Adipose_visceral	fenoldopam	8	44	352	0	5.07102272727273	4.5	9	5.08140909090909	0.387784985846453	-0.0267838209715326
GCN	Adipose_visceral	fenoterol	11	44	484	1	5.92768595041322	6	9	5.16472107438016	0.317067892956941	2.40631389358832
GCN	Adipose_visceral	fexofenadine	8	44	352	2	5.91761363636364	6	9	4.96138636363637	0.348758037674254	2.74180712537557
GCN	Adipose_visceral	flecainide	6	44	264	1	4.88636363636364	5	9	5.08084848484849	0.445106314389641	-0.436940214500304
GCN	Adipose_visceral	flunisolide	6	44	264	0	5.60227272727273	7	9	4.9260909090909	0.416522728194146	1.62339716997785
GCN	Adipose_visceral	fluoxetine	6	44	264	0	5.53409090909091	5	9	5.10387878787879	0.451396341830268	0.953069578428012
GCN	Adipose_visceral	fluticasone	5	44	220	0	4.91363636363636	6	9	4.87948636363637	0.427262848590405	0.0799273798614949
GCN	Adipose_visceral	fluvastatin			44	2	4.75	4	7	5.09845454545455	1.038291886599	-0.335603648600143
GCN	Adipose_visceral	fostamatinib	4	44	176	2	5.11363636363636	5	7	4.77248295454546	0.434784324419332	0.784649744552132
GCN	Adipose_visceral	fulvestrant	6	44	264	1	5.26515151515152	5	9	4.89640909090909	0.396536963495626	0.929906813709933
GCN	Adipose_visceral	gefitinib	4	44	176	2	6.65340909090909	6	10	5.07063068181817	0.530072795969799	2.98596423194127
GCN	Adipose_visceral	iloprost	7	44	308	0	4.75324675324675	4	9	4.96054545454545	0.379756500206074	-0.545872687330459
GCN	Adipose_visceral	imatinib	3	44	132	0	4.50757575757576	4	9	5.06851515151515	0.596172023261803	-0.940901907590957
GCN	Adipose_visceral	ipratropium			44	0	3.43181818181818	1	8	4.06890909090909	0.349334694732458	-1.82372641108217
GCN	Adipose_visceral	irbesartan	8	44	352	0	5.88068181818182	7	9	4.98953977272727	0.369082390893444	2.4144799845296
GCN	Adipose_visceral	isotretinoin	12	44	528	0	5.33901515151515	5	10	5.00755303030303	0.3196202133888	1.03704993403817
GCN	Adipose_visceral	itraconazole	3	44	132	0	5.10606060606061	5	9	5.06312878787878	0.563205430021349	0.0762276354121847
GCN	Adipose_visceral	labetalol	6	44	264	1	5.93181818181818	7	9	5.09492424242424	0.43655050464018	1.91706098263187
GCN	Adipose_visceral	lamivudine	9	44	396	0	5.29292929292929	6	9	4.96484343434344	0.342465337602209	0.958011870290177
GCN	Adipose_visceral	lapatinib	3	44	132	2	4.84090909090909	5	7	4.72728787878787	0.498594301418381	0.227883094126819
GCN	Adipose_visceral	levonorgestrel	5	44	220	1	5.48636363636364	5	9	5.0881590909091	0.459233333112749	0.867107234475888
GCN	Adipose_visceral	lopinavir	5	44	220	0	5.03181818181818	6	9	4.86690454545454	0.432353673628346	0.381432254246095
GCN	Adipose_visceral	losartan	9	44	396	1	5.42929292929293	6	9	4.97292171717171	0.355470240912313	1.28385209110598
GCN	Adipose_visceral	lovastatin	7	44	308	1	5.57792207792208	6	9	5.05873701298701	0.418734611429056	1.23989049570848
GCN	Adipose_visceral	lypressin	10	44	440	0	5.26136363636364	5	9	5.09144772727273	0.359286986894834	0.472925308426621
GCN	Adipose_visceral	maprotiline	5	44	220	0	5.58636363636364	6	9	4.66765454545455	0.395559378935181	2.32255671293193
GCN	Adipose_visceral	medrysone	6	44	264	0	4.99242424242424	4	9	5.08403409090909	0.464245024954158	-0.197330813601924
GCN	Adipose_visceral	mephentermine	6	44	264	0	5.08333333333333	6	9	5.05819318181818	0.446008007837578	0.0563670406660174
GCN	Adipose_visceral	mestranol	10	44	440	0	5.64090909090909	5	9	4.89859090909091	0.325294174203666	2.28199039726244
GCN	Adipose_visceral	methylprednisolone	9	44	396	2	5.58080808080808	5	9	5.09018181818181	0.349155613041515	1.40517936501836
GCN	Adipose_visceral	metoclopramide	8	44	352	0	5.42613636363636	6	9	5.0781875	0.384670481251746	0.904537469327275
GCN	Adipose_visceral	metoprolol	3	44	132	1	4.61363636363636	5	9	5.10988636363636	0.574157161101776	-0.864310390290567
GCN	Adipose_visceral	midostaurin	5	44	220	0	4.64545454545455	4	9	4.90467727272727	0.443126570892996	-0.584985745157032
GCN	Adipose_visceral	mifepristone	9	44	396	0	5.23989898989899	5	9	4.95869696969697	0.364978781310082	0.770461283235843
GCN	Adipose_visceral	mirtazapine	6	44	264	0	5.46212121212121	6	9	4.91525757575757	0.38247375585125	1.42980695537271
GCN	Adipose_visceral	mitotane			44	4	5.65909090909091	6	6	5.14034090909091	1.05580706505526	0.491330298090825
GCN	Adipose_visceral	molsidomine	3	44	132	2	6.25	7	9	4.73251515151515	0.509302734539564	2.97953406799737
GCN	Adipose_visceral	nadolol	7	44	308	1	5.28571428571429	5	9	4.65328571428572	0.357225944979113	1.77038812638748
GCN	Adipose_visceral	naloxone	4	44	176	1	6.26136363636364	7	9	5.06089204545455	0.544983490964225	2.20276689259913
GCN	Adipose_visceral	nelfinavir	6	44	264	1	7.04924242424242	6.5	10	5.08623484848485	0.443063486775271	4.43053339837331
GCN	Adipose_visceral	neratinib	2	44	88	0	4.56818181818182	4	9	5.06459090909092	0.710207288280126	-0.698963667510691
GCN	Adipose_visceral	niacin	7	44	308	2	6.25	6	10	4.62904220779221	0.334980339508336	4.83896396602539
GCN	Adipose_visceral	nicardipine	5	44	220	1	4.83181818181818	5	9	4.89276818181818	0.41573615401145	-0.146607408116643
GCN	Adipose_visceral	nicotinamide	3	44	132	3	6.17424242424242	6	9	4.74440909090909	0.508823119416745	2.81007933557014
GCN	Adipose_visceral	nifedipine	9	44	396	0	5.16919191919192	5	9	4.97130303030304	0.357296950962759	0.553849923307926
GCN	Adipose_visceral	nimodipine	7	44	308	0	5.57792207792208	6	9	4.82257467532468	0.399775082850353	1.88943092003597
GCN	Adipose_visceral	nitrendipine	12	44	528	0	5.52840909090909	6	9	5.08320643939393	0.322844309712705	1.37900107922404
GCN	Adipose_visceral	norethisterone	4	44	176	2	5.51136363636364	6	9	5.10106818181818	0.519454471666271	0.789858355111166
GCN	Adipose_visceral	norgestimate	4	44	176	1	4.89772727272727	4	9	5.05941477272727	0.502423986711538	-0.321814850159277
GCN	Adipose_visceral	norgestrel	2	44	88	3	5.52272727272727	6	7	5.06251136363636	0.7299285641779	0.630494450657976
GCN	Adipose_visceral	nortriptyline	2	44	88	2	5.20454545454545	6	7	5.07543181818182	0.724932013825069	0.178104475869906
GCN	Adipose_visceral	olaparib	4	44	176	0	5.36363636363636	6	9	4.5895	0.425082625647129	1.82114327175298
GCN	Adipose_visceral	oxybenzone			44	2	4.75	4	7	5.01668181818182	0.990549043956362	-0.26922626376647
GCN	Adipose_visceral	oxymetazoline	5	44	220	0	4.98636363636364	5	9	4.88457727272728	0.423008730154134	0.240624735095352
GCN	Adipose_visceral	palbociclib	7	44	308	1	6.00324675324675	6	9	4.90136688311688	0.395043847159982	2.7892596683923
GCN	Adipose_visceral	panobinostat	4	44	176	0	6.09090909090909	6	9	5.09782386363637	0.537955440911563	1.84603621740481
GCN	Adipose_visceral	paroxetine			44	2	5.56818181818182	6.5	7	5.14134090909091	1.02694150979808	0.415642862829488
GCN	Adipose_visceral	pemetrexed	7	44	308	1	5.65909090909091	5	9	4.9327564935065	0.382865276121619	1.89710182898301
GCN	Adipose_visceral	pergolide	4	44	176	2	5.26704545454545	6	9	4.58020454545454	0.424080472480992	1.61960041468708
GCN	Adipose_visceral	phenformin	7	44	308	1	5.69805194805195	6	9	5.05759415584415	0.415306331473894	1.54213346551896
GCN	Adipose_visceral	phenolphthalein	5	44	220	3	5.82272727272727	6	8	5.10108636363636	0.473201282906362	1.52501891934581
GCN	Adipose_visceral	pindolol	8	44	352	1	5.35227272727273	5	10	4.97811931818182	0.36431766173746	1.02699772310391
GCN	Adipose_visceral	pioglitazone	7	44	308	0	4.99025974025974	6	9	4.95010064935065	0.397802308741441	0.100952382695175
GCN	Adipose_visceral	pitavastatin	8	44	352	0	5.61931818181818	6	9	5.08196306818182	0.379540705267564	1.41580364419026
GCN	Adipose_visceral	pizotifen	6	44	264	1	5.75757575757576	6	10	4.74163636363636	0.372717433058421	2.72576301463248
GCN	Adipose_visceral	pravastatin	6	44	264	0	5.35227272727273	6	9	5.10798106060605	0.450784386706396	0.541925749584118
GCN	Adipose_visceral	prednicarbate	6	44	264	1	4.93939393939394	5	9	4.7015946969697	0.388142484441744	0.612659659676939
GCN	Adipose_visceral	prednisone	5	44	220	3	5.95	6	10	4.61486818181818	0.404251452157295	3.30272609054801
GCN	Adipose_visceral	procaterol	5	44	220	0	4.73181818181818	5	9	4.68169090909091	0.403555158792048	0.124214178991825
GCN	Adipose_visceral	prochlorperazine	7	44	308	1	5.55519480519481	6	9	5.08851948051949	0.405346851611388	1.1512987527105
GCN	Adipose_visceral	progesterone	5	44	220	1	5.71818181818182	7	10	5.08587727272728	0.476354358062903	1.32738272412539
GCN	Adipose_visceral	promethazine	5	44	220	1	5.32272727272727	6	9	5.07476818181818	0.47367546583993	0.523478855864752
GCN	Adipose_visceral	propranolol	8	44	352	0	6.21875	6	10	5.07934090909091	0.400195656633579	2.84713007755688
GCN	Adipose_visceral	pseudoephedrine	2	44	88	2	4.56818181818182	4	7	5.10354545454546	0.739765866064693	-0.723693348020497
GCN	Adipose_visceral	quetiapine	5	44	220	1	4.89545454545455	5	9	5.09009545454546	0.476184424494254	-0.408751103729682
GCN	Adipose_visceral	quinidine	3	44	132	3	6.90151515151515	7	9	5.10900757575758	0.601282546248139	2.98114020927831
GCN	Adipose_visceral	raloxifene	5	44	220	0	5.93181818181818	8	9	5.07904545454545	0.467693805561099	1.82335689960581
GCN	Adipose_visceral	rifampicin	5	44	220	1	5.43636363636364	6	9	4.88207727272728	0.444820942001577	1.24608873211369
GCN	Adipose_visceral	rimexolone	9	44	396	2	5.28282828282828	5	9	4.85693181818181	0.332206066867338	1.28202494512705
GCN	Adipose_visceral	risperidone	8	44	352	0	5.36363636363636	5	9	4.97217045454545	0.365528008689202	1.07096009002079
GCN	Adipose_visceral	ropinirole	4	44	176	1	5.125	6	9	4.83539204545455	0.484323733730043	0.597963581745252
GCN	Adipose_visceral	rosiglitazone	5	44	220	1	4.99545454545455	5	9	5.06859545454545	0.488247383813974	-0.149802971845043
GCN	Adipose_visceral	rosuvastatin	8	44	352	0	5.60795454545455	6	9	4.96237215909091	0.366576459709845	1.7611125026267
GCN	Adipose_visceral	rucaparib	7	44	308	2	6.03896103896104	6	9	4.96906168831169	0.393895665919615	2.71619985498315
GCN	Adipose_visceral	salmeterol	3	44	132	1	4.70454545454545	5	9	4.74755303030303	0.471893124637578	-0.0911383817906037
GCN	Adipose_visceral	saquinavir	6	44	264	4	6.23484848484848	6	9	5.27413636363637	0.407400502716993	2.35815153590884
GCN	Adipose_visceral	sertraline	5	44	220	2	5.61363636363636	6	9	4.88959090909091	0.430447434272011	1.68207636263411
GCN	Adipose_visceral	sildenafil	8	44	352	1	5.46022727272727	6	9	4.97822727272727	0.375920989333423	1.2821843251016
GCN	Adipose_visceral	simvastatin	5	44	220	3	5.42272727272727	6	7	4.22971818181818	0.307329069336662	3.88186217946801
GCN	Adipose_visceral	sirolimus	3	44	132	0	5.56818181818182	6.5	9	4.72965151515151	0.507469149733758	1.65237690502022
GCN	Adipose_visceral	sorafenib	5	44	220	1	5.37727272727273	6	9	5.11963181818181	0.471041316712398	0.546960319508928
GCN	Adipose_visceral	spironolactone	9	44	396	0	5.83838383838384	6	9	5.10740151515152	0.330805495505847	2.2097042919875
GCN	Adipose_visceral	tacrolimus			44	3	4.65909090909091	5	5	5.09525	0.892295983044244	-0.488805395515787
GCN	Adipose_visceral	tadalafil	7	44	308	2	5.69805194805195	6	9	4.79792207792208	0.357189482782319	2.52003464132911
GCN	Adipose_visceral	tamoxifen	3	44	132	2	5.79545454545455	6	9	4.73390909090908	0.513002319515171	2.06928002888704
GCN	Adipose_visceral	telmisartan	10	44	440	0	4.95	5	9	4.86188636363637	0.308360347941649	0.285748919897781
GCN	Adipose_visceral	temsirolimus	6	44	264	3	6.11363636363636	6	10	4.91744696969697	0.417517606237812	2.86500347786066
GCN	Adipose_visceral	terazosin	5	44	220	0	5.68181818181818	6	9	4.85079090909091	0.434322015769379	1.91338970292618
GCN	Adipose_visceral	testosterone	9	44	396	2	5.38383838383838	6	9	4.87173232323231	0.345388293925362	1.48269663336284
GCN	Adipose_visceral	thalidomide	5	44	220	0	5.31363636363636	5	9	4.67109545454545	0.381888757755658	1.68253423553784
GCN	Adipose_visceral	thioridazine	5	44	220	2	5.69090909090909	5	9	5.07208636363637	0.45967640781304	1.34621380770189
GCN	Adipose_visceral	tibolone	3	44	132	0	6.38636363636364	6	9	4.75845454545455	0.519624364858823	3.13285750438469
GCN	Adipose_visceral	timolol	11	44	484	1	5.37396694214876	5	9	5.09019214876033	0.325916294849941	0.870698390576286
GCN	Adipose_visceral	toremifene			44	2	4.29545454545455	3	7	4.22763636363637	0.26498643900052	0.255930764132601
GCN	Adipose_visceral	tretinoin	4	44	176	1	6.875	8	10	5.11644886363636	0.52682187983097	3.33803739686717
GCN	Adipose_visceral	triamcinolone	5	44	220	1	4.89545454545455	6	9	4.89015454545456	0.457767370066204	0.0115779331305851
GCN	Adipose_visceral	triclosan	6	44	264	2	5.43181818181818	5	9	5.08092803030304	0.430179862406587	0.815682420725436
GCN	Adipose_visceral	trimipramine	4	44	176	2	5.75568181818182	6	9	5.07360227272728	0.527697884576897	1.29255690687755
GCN	Adipose_visceral	troglitazone	5	44	220	1	6.36363636363636	7	9	4.8974590909091	0.45019224302474	3.25678039869445
GCN	Adipose_visceral	valdecoxib	4	44	176	1	5.72727272727273	6	9	5.06267613636364	0.541615060206415	1.22706445913045
GCN	Adipose_visceral	vardenafil	9	44	396	1	5.31818181818182	5	9	5.07947474747475	0.349667539079329	0.682668661024651
GCN	Adipose_visceral	vemurafenib			44	6	8.02272727272727	8	9	5.14761363636363	1.03887938335613	2.76751438369631
GCN	Adipose_visceral	verapamil	12	44	528	0	5.34848484848485	5	10	5.09118371212121	0.308293503169518	0.83459798444783
GCN	Adipose_visceral	vorinostat	5	44	220	0	5.55909090909091	6	9	4.88785	0.447278059416246	1.50072397909918
GCN	Adipose_visceral	warfarin	4	44	176	1	5.58522727272727	5	9	5.10454545454545	0.552843109560853	0.869472387136463
GCN	Adipose_visceral	xanthinol	3	44	132	1	5.15151515151515	4	9	5.06415151515151	0.608880026279031	0.143482513127477
GCN	Adipose_visceral	ziprasidone	7	44	308	2	6.52597402597403	6	10	4.80124675324676	0.37478745981832	4.60188095290952
GCN	Liver	acitretin	42	58	2436	0	5.4072249589491	5	12	5.85208456486044	0.235000396652197	-1.893016404435
GCN	Liver	acyclovir	24	58	1392	0	6.13002873563218	6	15	5.91932255747127	0.282756333405709	0.745186414122089
GCN	Liver	afatinib	36	58	2088	1	5.96024904214559	6	15	6.08988266283525	0.248647854984007	-0.521354269064569
GCN	Liver	alclometasone	33	58	1914	0	5.61024033437827	6	14	6.01436677115987	0.253181523205916	-1.59619245379497
GCN	Liver	alitretinoin	40	58	2320	0	5.77586206896552	5	14	5.67166120689655	0.228809300781322	0.455404835874905
GCN	Liver	alprostadil	31	58	1798	0	5.62569521690768	6	12	5.91658954393772	0.253061253627894	-1.14950164381062
GCN	Liver	amcinonide	21	58	1218	0	5.78325123152709	6	14	5.99359852216749	0.295964573114559	-0.710717801211232
GCN	Liver	aminoglutethimide	35	58	2030	0	5.58226600985222	6	13	5.95215763546797	0.254319306583086	-1.45443785053301
GCN	Liver	amiodarone	41	58	2378	0	5.67115222876367	6	15	5.91904163162321	0.239187015453531	-1.03638319324946
GCN	Liver	amlodipine	33	58	1914	0	5.55538140020899	6	14	5.95596812957157	0.246399797658323	-1.62575916526549
GCN	Liver	amoxapine	33	58	1914	0	5.83960292580982	6	14	6.06671212121211	0.262936759029511	-0.863740757437417
GCN	Liver	atomoxetine	41	58	2378	0	5.84777123633305	6	14	5.93613708999158	0.245781359047457	-0.359530332165947
GCN	Liver	atorvastatin	45	58	2610	1	6.04521072796935	6	15	6.06086206896553	0.233831485993565	-0.0669342750386123
GCN	Liver	auranofin	33	58	1914	0	5.59247648902821	6	14	5.97043625914315	0.256003180091798	-1.47638701198716
GCN	Liver	balsalazide	30	58	1740	0	5.35057471264368	5	13	5.79566896551723	0.25613018668475	-1.73776569889976
GCN	Liver	belinostat	35	58	2030	0	6.30394088669951	6	15	6.05736108374385	0.255369549115918	0.965580288680902
GCN	Liver	benzthiazide	26	58	1508	0	5.64456233421751	6	12	5.89262068965518	0.278395001929313	-0.891030204273043
GCN	Liver	benzylpenicillin	38	58	2204	0	6.26451905626134	6	15	6.08351950998185	0.253329501202779	0.714482701067682
GCN	Liver	betamethasone	30	58	1740	0	5.72816091954023	5	17	5.77311034482759	0.25657009301165	-0.175193549488712
GCN	Liver	bosutinib	32	58	1856	0	6.31950431034483	6	15	5.91154903017241	0.256376310064251	1.59123625763309
GCN	Liver	brinzolamide	38	58	2204	1	5.76860254083485	6	13	5.92775862068965	0.253730209646527	-0.627264999609313
GCN	Liver	budesonide	33	58	1914	0	6.47648902821317	6	15	6.04708516196447	0.254495336377141	1.6872759727603
GCN	Liver	bupropion	36	58	2088	0	5.67337164750958	5	13	5.97638457854407	0.250097173695755	-1.21158078900607
GCN	Liver	buspirone	33	58	1914	1	6.27063740856844	6	15	5.93996342737722	0.261501330188211	1.26452122042065
GCN	Liver	cabergoline	33	58	1914	1	5.67398119122257	6	13	5.78746760710554	0.25152545224942	-0.451192572632507
GCN	Liver	caffeine	42	58	2436	0	5.84236453201971	6	14	5.78950328407225	0.227311757707081	0.232549554324322
GCN	Liver	capsaicin	25	58	1450	0	5.98413793103448	6	15	6.0590124137931	0.285479049191011	-0.262276629303618
GCN	Liver	carvedilol	28	58	1624	0	5.55480295566503	5	13	5.8934064039409	0.261875226416441	-1.29299534327624
GCN	Liver	celecoxib	24	58	1392	0	5.40373563218391	6	14	5.88238793103447	0.279585513692774	-1.71200679365861
GCN	Liver	chloroquine	23	58	1334	1	5.88755622188906	6	13	5.67846776611694	0.275955840006616	0.757688098817213
GCN	Liver	chlorpromazine	36	58	2088	0	5.37787356321839	6	14	6.04118965517242	0.250162115440376	-2.65154494231212
GCN	Liver	clomifene	36	58	2088	0	5.58477011494253	6	15	6.00204166666667	0.242329347185247	-1.72191918383356
GCN	Liver	clonidine	27	58	1566	0	5.51660280970626	6	14	6.01257598978289	0.278575551623399	-1.7803901928448
GCN	Liver	curcumin	28	58	1624	0	5.76231527093596	6	14	6.19553694581282	0.282240956779679	-1.53493553812971
GCN	Liver	danazol	19	58	1102	0	5.59981851179673	6	13	6.04639836660617	0.311330494451779	-1.43442374829302
GCN	Liver	dasatinib	34	58	1972	0	5.46348884381339	5	13	6.07684888438133	0.249960986835061	-2.4538230878912
GCN	Liver	desipramine	39	58	2262	0	5.86383731211318	6	14	5.80385278514589	0.233268814179379	0.257147648211404
GCN	Liver	desoximetasone	30	58	1740	1	5.55402298850575	5	14	5.81014195402299	0.256645397103934	-0.997948797864157
GCN	Liver	dexamethasone	31	58	1798	0	5.60845383759733	6	15	5.80655895439377	0.257378671617203	-0.769702926632087
GCN	Liver	dextromethorphan	24	58	1392	0	5.45474137931035	5	12	6.05345689655172	0.293842623308429	-2.03753802120441
GCN	Liver	diclofenamide	25	58	1450	1	5.64206896551724	6	13	5.92641034482758	0.264395026288546	-1.07544148353239
GCN	Liver	dienestrol	25	58	1450	1	6.64965517241379	6	15	6.01682068965517	0.289851408893545	2.18330656102156
GCN	Liver	diethylstilbestrol	28	58	1624	0	5.92056650246305	6	14	5.91584790640394	0.265084849340269	0.0178003234468265
GCN	Liver	diflorasone	33	58	1914	0	5.94305120167189	6	15	5.90541327063741	0.250534868986843	0.150230310003105
GCN	Liver	digitoxin	42	58	2436	1	5.82060755336617	6	14	5.951973727422	0.235462474396724	-0.557907048213954
GCN	Liver	digoxin	38	58	2204	0	5.92785843920145	6	15	6.00322912885661	0.242249530550097	-0.311128320802147
GCN	Liver	dihydroergocristine	33	58	1914	1	5.4858934169279	5	14	5.57068704284222	0.237446726849474	-0.357105895033346
GCN	Liver	diltiazem	21	58	1218	0	5.99343185550082	6	15	5.87614696223317	0.284543318859338	0.41218642468154
GCN	Liver	dinoprostone	29	58	1682	1	5.53923900118906	6	13	6.02940665873959	0.26761308335359	-1.83162815288401
GCN	Liver	dipyridamole	26	58	1508	0	5.55437665782493	5	14	5.92170424403183	0.276314839646553	-1.329380595978
GCN	Liver	disopyramide	34	58	1972	1	5.84026369168357	6	15	5.97347515212983	0.247534971718995	-0.538152082193394
GCN	Liver	dobutamine	20	58	1160	0	5.57931034482759	6	12	5.97559655172414	0.310686510502411	-1.27551790470631
GCN	Liver	doconexent	24	58	1392	1	5.9992816091954	6	14	5.90291307471264	0.284932455203192	0.338215365511931
GCN	Liver	donepezil	28	58	1624	1	5.61268472906404	6	13	5.8595843596059	0.261818790165807	-0.943017231060845
GCN	Liver	dosulepin	26	58	1508	0	5.88196286472149	6	13	5.98421220159151	0.277549214576325	-0.368400743003732
GCN	Liver	doxepin	27	58	1566	1	5.43614303959132	5	12	6.01880715197956	0.287864244021053	-2.0240933859977
GCN	Liver	doxorubicin	34	58	1972	1	5.75557809330629	6	14	5.83946906693711	0.255284405609013	-0.328617697703423
GCN	Liver	duloxetine	30	58	1740	0	5.47528735632184	5	13	5.92469655172413	0.258795522703496	-1.73654161674652
GCN	Liver	dydrogesterone	24	58	1392	0	5.92313218390805	6	15	6.05713936781609	0.299993019176505	-0.446701007496426
GCN	Liver	erlotinib	30	58	1740	0	5.96954022988506	6	15	5.96801781609195	0.267024539423249	0.00570140031473462
GCN	Liver	escitalopram	22	58	1276	0	6.26253918495298	6	15	5.91990830721003	0.289607499177256	1.18308703578577
GCN	Liver	estradiol	21	58	1218	0	5.73563218390805	6	13	6.00195977011495	0.297466086556031	-0.895320839058854
GCN	Liver	estriol	29	58	1682	0	5.7461355529132	6	14	5.88824435196196	0.257393319099603	-0.55210756652844
GCN	Liver	etodolac	38	58	2204	0	5.68511796733212	6	15	5.75817014519057	0.246877110426305	-0.29590502631979
GCN	Liver	etomidate	35	58	2030	0	5.6487684729064	5	14	5.74783054187192	0.241120469502195	-0.410840561027601
GCN	Liver	everolimus	35	58	2030	0	5.90492610837438	6	15	6.05739458128079	0.246440946494729	-0.618681574937349
GCN	Liver	fenoldopam	29	58	1682	1	5.64982164090369	5	15	5.87085315101071	0.270173265102782	-0.818110222796962
GCN	Liver	fenoterol	34	58	1972	0	6.03803245436106	6	15	5.90271805273834	0.261961081067128	0.516543912063203
GCN	Liver	fexofenadine	31	58	1798	0	5.42825361512792	5	13	5.79795773081202	0.256516220504881	-1.44125044005576
GCN	Liver	flecainide	29	58	1682	1	5.72294887039239	6	15	5.96967419738407	0.2690435784372	-0.917045961196472
GCN	Liver	flunisolide	30	58	1740	0	5.47528735632184	5	14	5.98853390804598	0.266275571284299	-1.92750145741365
GCN	Liver	fluoxetine	33	58	1914	0	5.81295715778474	6	15	5.76552298850575	0.244043023272842	0.19436806118386
